This Talk2U-CSEF-hate-speech-pilot-dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Content from the Talk2U-CSEF-hate-speech-pilot-dataset is made available under the CC BY-NC. Attibutions to Talk2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61095188,2023-04-10 23:14:17,2023-04-24 18:17:50,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-10T23:14:17.776482-03:00,Yes,Definitivamente,Provavelmente não,Provavelmente,Definitivamente não,,4,7,PB,,,,,,,4,5,5,,4,5,18,Female,,Pardo,Não,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T23:20:34.261493-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,7,Definitivamente,Provavelmente,Provavelmente não,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61089637,2023-04-10 18:51:04,2023-04-27 17:40:08,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-10T18:51:04.602284-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,9,,PE,,,,,,,4,3,8,,,,20,Female,,Pardo,Não,Provavelmente,Definitivamente,Provavelmente não,2023-04-10T18:57:40.866343-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61355055,2023-04-11 12:22:19,2023-04-24 22:40:39,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-11T12:22:19.766193-03:00,Yes,Provavelmente,Definitivamente não,Provavelmente,Definitivamente não,,6,7,SP,,,,,,,4,4,7,,6,7,20,Female,,Branco,não,Não sei dizer,Definitivamente,Definitivamente não,2023-04-11T12:30:43.988850-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,8,Definitivamente,Provavelmente não,Não sei dizer,Provavelmente não,Provavelmente,Definitivamente,Definitivamente não,Definitivamente não
61442787,2023-04-14 12:22:31,2023-04-17 12:51:17,,o,LGBT 1 - Observer,,,2023-04-14T12:23:36.969200-03:00,1,0,Masculino,TAP_7,Victim - React,1,os,,7,Yes,2023-04-14T12:22:31.474412-03:00,Yes,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,Victim,React,a75f0034-9dca-4596-a840-32544ed2fc98,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,6,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2023-04-14T12:50:13.452648-03:00,10,,,2023-04-14T12:40:53.820742-03:00,5,,14-04-2023 12:41,,,,,,,,,,,,,,,,,,14,04,2023,1,,Jonas,,Ex Talk2U - Recruitment,,,,,,,,,,,
61422069,2023-04-13 14:00:17,2023-04-13 14:36:01,,a,LGBT 1 - Observer,,,2023-04-13T14:02:11.532550-03:00,,0,Feminino,CS - LGBT 1 - Observer - 2,,0,as,,,Yes,2023-04-13T14:00:18.137816-03:00,Yes,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,673f387f-0a4c-46ab-bf5a-f41c11b54237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-04-2023 14:34,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61454881,2023-04-14 20:23:50,2023-04-19 20:46:35,,a,,,,,,,,Research Wave 1,Victim - React,0,as,,7,Yes,2023-04-14T20:23:50.754275-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,5,3,MG,,,,,,,4,2,5,,5,5,19,Female,,Preto,Definitivamente,Definitivamente,Definitivamente,Provavelmente,2023-04-14T20:29:07.845003-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Press release - recruitment,,W2 - Research,1,Definitivamente,Provavelmente não,Provavelmente não,Provavelmente não,Definitivamente,Definitivamente,Definitivamente,Não sei dizer
61092716,2023-04-10 21:04:03,2023-04-24 18:15:07,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-10T21:04:03.865231-03:00,Yes,Definitivamente,Definitivamente não,Definitivamente,Definitivamente não,,9,3,BA,,,,,,,5,5,10,,10,10,23,Female,,Branco,não,Não sei dizer,Definitivamente,Provavelmente não,2023-04-10T21:08:00.813195-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,4,Definitivamente não,Definitivamente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não,Não sei dizer,Não sei dizer
61358328,2023-04-11 14:06:18,2023-04-21 18:59:46,,a,LGBT 1 - Observer,,,2023-04-11T14:09:02.963400-03:00,1,0,Feminino,HPT_1_start,Observer - Don't React,1,as,,2,Yes,2023-04-11T14:06:18.841955-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Observer,Don't react,9c6249ea-49f8-4da2-96d8-e92162454cbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_start,,,,,,,2023-04-18T18:59:02.115891-03:00,,,1,,,,,,,,,,,,,,,,,,,,,7,2574,2023-04-13T09:54:45.223623-03:00,10,10,,,5,2023-04-11T15:00:09.699418-03:00,5,,,,,,,,,,,13-04-2023 09:44,"""""",,,,,,,,,,,,,,,,,13,04,2023,1,,Jonas,,UNICEF - recruitment,,,,,,,,,,,
61095993,2023-04-11 0:41:27,2023-04-27 17:40:13,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-11T00:41:27.313425-03:00,Yes,Provavelmente não,Provavelmente,Provavelmente,Definitivamente não,,7,,ES,,,,,,,4,4,7,,,,21,Female,,Pardo,Definitivamente,Provavelmente,Definitivamente,Definitivamente não,2023-04-11T02:25:34.978747-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61094953,2023-04-10 22:56:06,2023-04-27 17:40:18,,a,,,,,1,,,TAP_3,Observer - React,0,as,,4,Yes,2023-04-10T22:56:06.523119-03:00,Yes,Provavelmente não,Provavelmente,Definitivamente não,Definitivamente não,,7,,SP,,,,,,,4,5,9,,10,9,20,Female,,Pardo,Provavelmente,Definitivamente,Definitivamente,Não sei dizer,2023-04-10T23:00:50.620939-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13T23:00:12.793060-03:00,,,13-04-2023 23:01,,,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61061332,2023-04-10 16:14:23,2023-04-12 9:14:07,,a,LGBT 2 - Victim,,,2023-04-10T16:18:46.623619-03:00,1,0,Feminino,End of experience,Observer - Don't React,2,as,,2,Yes,2023-04-10T16:14:23.721204-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Observer,Don't react,e87fb89e-9929-4659-bc7d-36debe3b8f71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,987,2023-04-12T09:13:22.756716-03:00,10,10,,10,2023-04-11T16:46:01.316207-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,7,10,2023-04-10T16:43:39.747341-03:00,10,10,,,7,2023-04-10T16:33:12.877578-03:00,5,,,,,,,,,,,12-04-2023 09:02,,,,,,,,,,,,,,,,,,10,04,2023,1,,Jonas,,UNICEF - recruitment,,,,,,,,,,,
61356921,2023-04-11 13:28:20,2023-04-13 15:36:04,,a,Gordofobia - Observer,,,2023-04-11T13:29:56.495798-03:00,1,0,Feminino,AP_4,Victim - Don't React,0,as,,5,Yes,2023-04-11T13:28:20.962722-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Victim,Don't react,9a62d4af-70b7-4077-ba29-ad96e6efd30a,,,,,,,,,,,,,,,4,,,,,,,8,2023-04-13T14:27:00.010911-03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-04-2023 14:28,"""""",,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,,,,,,,,,,,
60316294,2023-03-23 15:19:11,2023-04-27 17:40:04,,a,,,,,2,,,Research Wave 1,Victim - Don't React,5,as,,5,Yes,2023-03-23T15:19:11.648713-03:00,Yes,Não sei dizer,Provavelmente,Provavelmente,Definitivamente não,,9,,SP,,,,,,,5,5,6,,,,24,Female,,Branco,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,2023-03-23T15:27:12.170276-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,8_final,7,,,,,,,,,,,,,7,14,2023-03-23T15:50:37.163361-03:00,6,8,,,5,2023-03-23T15:36:16.752463-03:00,3,,,,2023-03-23T17:14:33.427950-03:00,,7,10,2023-03-23T22:16:28.005127-03:00,8,9,,5,2023-03-23T22:05:47.694933-03:00,4,,0,4,,,,,7,3,,2,8,0,23,2023-03-23T17:06:05.996735-03:00,4,d,Acho que por ansiedade… muitas vezes esse senso de urgência toma muito o meu tempo,2023-03-23T16:42:31.669366-03:00,3,,,7,11,2023-03-23T22:05:27.792108-03:00,5,3,C,Acho importante as pessoas defenderem o que acreditem. Entendo que o silêncio estratégico é uma forma de se proteger contra o discurso de ódio (especialmente na internet) mas não sei se é a melhor solução para todos os problemas.,5,2023-03-23T21:53:47.411706-03:00,4,,2023-03-23T17:06:36.679928-03:00,,,,,,,,,23-03-2023 22:07,,,,,,,,,,,,,,,,,,23,03,2023,4,,Fernanda,,Friends&Family,,W2 - Research,,,,,,,,,
61355147,2023-04-11 12:25:55,2023-04-27 17:40:17,,o,,,,,,,,Research Wave 1,Observer - React,0,os,,4,Yes,2023-04-11T12:25:55.519910-03:00,Yes,Definitivamente,Provavelmente não,Definitivamente,Provavelmente não,,10,,BA,,,,,,,5,2,8,,,,21,Male,,Pardo,Definitivamente,Provavelmente não,Definitivamente,Provavelmente não,2023-04-11T12:31:54.198518-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61448641,2023-04-14 15:34:35,2023-04-27 17:44:19,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-14T15:34:35.960432-03:00,Yes,Definitivamente,Provavelmente não,Definitivamente,Definitivamente não,,8,,SP,,,,,,,4,4,8,,7,7,19,Other,gênero-fluído,Branco,Não,Provavelmente,Definitivamente,Definitivamente não,2023-04-14T15:42:06.285390-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Press release - recruitment,,W2 - Research,7,,,,,,,,
61549351,2023-04-15 23:38:17,2023-04-15 23:57:45,,a,LGBT 1 - Victim,,,2023-04-15T23:40:25.240005-03:00,2,0,Feminino,Host choice,Victim - React,0,as,,7,Yes,2023-04-15T23:38:17.437379-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Victim,React,842d5e16-01a7-4e33-99b6-95df9a71845e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-04-2023 23:57,"""""",,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61093092,2023-04-10 21:17:54,2023-04-27 17:40:17,,a,,,,,1,,,Research Wave 1,Observer - React,0,as,,2,Yes,2023-04-10T21:17:55.132311-03:00,Yes,Provavelmente não,Definitivamente não,Definitivamente,Definitivamente não,,6,,AL,,,,,,,5,4,6,,,,23,Female,,Pardo,não,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T21:22:36.606494-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,1_start,,,,,,,8,10,2023-04-10T21:27:34.292262-03:00,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-10T21:25:58.249506-03:00,,,10-04-2023 21:24,,,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61096380,2023-04-11 2:34:07,2023-04-24 18:24:13,,a,,,,,1,,,Research Wave 1,Observer - React,0,as,,3,Yes,2023-04-11T02:34:08.050838-03:00,Yes,Definitivamente,Definitivamente não,Provavelmente,Não sei dizer,,9,,DF,,,,,,,4,5,8,,8,8,22,Female,,Amarelo,Definitivamente,Provavelmente não,Definitivamente,Provavelmente não,2023-04-11T02:39:20.849347-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-11T02:43:03.664687-03:00,,,11-04-2023 02:41,,,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,O bot não manda as perguntas mais 😅,W2 - Research,,,,,,,,,
61097704,2023-04-11 8:16:04,2023-04-24 19:14:22,,a,,,,,,,,Screening,Observer - Don't React,0,as,,2,Yes,2023-04-11T08:16:04.601862-03:00,Yes,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,,7,,DF,,,,,,,4,4,8,,7,8,22,Female,,Branco,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-15T16:49:14.600162-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093936,2023-04-10 21:59:16,2023-04-10 22:42:16,,a,LGBT 1 - Observer,,,2023-04-10T22:00:44.868587-03:00,2,0,Feminino,HTP_7,Never Experienced,1,as,,2,Yes,2023-04-10T21:59:17.274070-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Never had contact,,05b6536d-0f08-4f17-b00e-c988ed99e6ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,2023-04-10T22:24:53.929897-03:00,10,10,,8,2023-04-10T22:15:08.651250-03:00,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 22:16,,,,,,,,,,,,,,Yes,,,,10,04,2023,1,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61095267,2023-04-10 23:20:24,2023-04-24 16:43:18,,o,,,,,1,,,Research Wave 1,Observer - Don't React,1,os,,1,Yes,2023-04-10T23:20:25.139158-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Definitivamente não,,8,,RJ,,,,,,,4,2,7,,,,24,Male,,Preto,Não,Provavelmente não,Definitivamente,Provavelmente não,2023-04-11T16:47:59.637471-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,2023-04-11T17:09:26.438279-03:00,10,10,,10,2023-04-11T16:59:00.880811-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,2s,,,,,,,8,2023-04-11T16:57:37.658319-03:00,,,,,,,,,,,,11-04-2023 17:00,,,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61091789,2023-04-10 20:23:49,2023-04-18 19:08:07,,o,Gordofobia - Observer,,,2023-04-10T20:39:49.770420-03:00,2,0,Masculino,7,Victim - React,5,os,,7,Yes,2023-04-10T20:23:49.434188-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Victim,React,8546e806-4d8b-4eb2-a1ef-83cf674f9bcb,,,5,15,2023-04-11T21:43:23.662765-03:00,8,9,,,4,6,2023-04-11T21:28:16.142331-03:00,5,,,,,,,,,,,,,7,7,,,,,,,,,,,,,2,,,,,9,,,,,,,,,,,,,,,7,7,5731,2023-04-18T19:07:31.386960-03:00,10,10,,,5,2023-04-14T19:35:46.908255-03:00,5,,,9,2023-04-10T21:14:32.586793-03:00,9,,,2023-04-10T21:05:09.042929-03:00,5,,14-04-2023 19:42,"""""",,,,,,,,,,,,,,,,,18,04,2023,2,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61440335,2023-04-14 10:49:10,2023-04-27 17:40:19,,a,,,,,1,,,TAP_7,Observer - React,2,as,,4,Yes,2023-04-14T10:49:11.156910-03:00,Yes,Não sei dizer,Provavelmente não,Definitivamente,Definitivamente não,,7,,BA,,,,,,,5,4,7,,9,8,23,Female,,Branco,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,2023-04-14T10:55:14.361157-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,14097,2023-04-24T05:56:13.769416-03:00,10,,,2023-04-14T10:58:13.949747-03:00,5,,14-04-2023 10:59,,,,,,,,,,,,,,,,,,24,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093132,2023-04-10 21:20:20,2023-04-10 21:36:37,,o,Gordofobia - Observer,,,2023-04-10T21:22:07.302598-03:00,,0,Masculino,CS - Gordofobia - Observer - 1,,0,os,,,Yes,2023-04-10T21:20:20.684279-03:00,Yes,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,bd3ee7c5-1966-4a0b-89e7-6ae099483766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61550059,2023-04-16 3:01:51,2023-04-21 3:02:06,,o,,,,,2,,,Research Wave 1,Observer - React,1,os,,4,Yes,2023-04-16T03:01:51.912535-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Não sei dizer,,5,,MT,,,,,,,4,5,7,,5,8,19,Male,,Branco,Provavelmente,Provavelmente não,Definitivamente,Provavelmente não,2023-04-16T03:05:58.411668-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,,,,,,,3,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2023-04-16T03:20:19.338903-03:00,9,,,2023-04-16T03:09:20.636995-03:00,5,,16-04-2023 03:10,,,,,,,,,,,,,,,,,,16,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61094967,2023-04-10 22:57:48,2023-04-27 17:40:20,,a,,,,,,,,Research Wave 1,Victim - React,0,as,,7,Yes,2023-04-10T22:57:48.419917-03:00,Yes,Definitivamente,Definitivamente não,Definitivamente,Definitivamente não,,5,,MG,,,,,,,4,2,7,,9,8,23,Female,,Preto,Definitivamente não,Provavelmente não,Definitivamente,Provavelmente não,2023-04-10T23:02:36.478472-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61390387,2023-04-12 12:37:05,2023-04-27 17:40:08,,a,,,,,1,,,End of experience,Observer - React,4,as,,4,Yes,2023-04-12T12:37:05.895246-03:00,Yes,Provavelmente,Provavelmente,Provavelmente não,Definitivamente não,,9,,AM,,,,,,,4,5,9,,10,10,18,Female,,Indígena,Não,Provavelmente não,Definitivamente,Definitivamente não,2023-04-13T18:34:33.540924-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,5,8855,2023-04-20T15:56:59.156722-03:00,8,9,,,6,5,2023-04-14T12:21:44.853770-03:00,5,,,,,,,,,,,,,7,7,,,,,,,,,,,,,0,,,,,7,,,,,,,,,,,,,,,10,7,11,2023-04-20T16:08:49.942347-03:00,10,10,,,8,2023-04-20T15:57:18.217804-03:00,5,,,11,2023-04-13T18:49:32.651739-03:00,10,,,2023-04-13T18:37:47.971397-03:00,5,,20-04-2023 16:02,,,,,,,,,,,,,,,,,,20,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
60574354,2023-04-01 11:49:46,2023-04-04 12:22:18,,o,Gordofobia - Observer,,,2023-04-01T11:53:18.128243-03:00,1,0,Masculino,TAP_5,Victim - React,0,os,,7,Yes,2023-04-01T11:49:47.191753-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Victim,React,327c5b56-802f-4c60-b14f-b2420c8edcb3,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-01T12:09:16.057103-03:00,,,01-04-2023 12:10,,,,,,,,,,,,,,,,,,,,,,,Jonas,,AOF recruitment,,,,,,,,,,,
61377426,2023-04-11 20:44:09,2023-04-11 20:53:35,28,a,LGBT 2 - Victim,,,2023-04-11T20:44:30.560750-03:00,,0,Feminino,CS End,,0,as,,,,2023-04-11T20:44:09.744915-03:00,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2d1c86c-5d37-41ba-a6ba-242288d12782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-04-2023 20:51,"""""",,,,,,,,,,,,,,,,,,,,,,,,Press release - recruitment,,,,,,,,,,,
61093291,2023-04-10 21:28:37,2023-04-24 16:43:00,,a,,,,,,,,Screening,Observer - React,0,as,,4,Yes,2023-04-10T21:28:37.668743-03:00,Yes,Provavelmente,Definitivamente não,Provavelmente,Definitivamente não,,5,,RJ,,,,,,,4,5,8,,0,0,18,Female,,Branco,Definitivamente,Definitivamente,Não sei dizer,Não sei dizer,2023-04-11T08:37:22.638652-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61417160,2023-04-13 11:14:00,2023-04-27 17:40:22,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-13T11:14:00.522314-03:00,Yes,Definitivamente,Definitivamente não,Definitivamente não,Definitivamente não,,9,,MG,,,,,,,5,2,7,,1,1,23,Female,,Pardo,não,Definitivamente,Provavelmente,Definitivamente não,2023-04-13T11:19:00.072373-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61376344,2023-04-11 19:55:59,2023-04-28 22:18:32,,a,,,,,,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-11T19:55:59.340835-03:00,Yes,Não sei dizer,Não sei dizer,Definitivamente,Definitivamente não,,8,8,RJ,,,,,,,4,1,7,,7,7,18,Female,,Pardo,Provavelmente,Provavelmente não,Provavelmente,Definitivamente não,2023-04-11T20:01:03.087517-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,9,Provavelmente não,Provavelmente,Provavelmente não,Definitivamente,Definitivamente,Provavelmente,Definitivamente não,Definitivamente não
61095646,2023-04-10 23:55:11,2023-04-27 17:40:10,,a,,,,,,,,Research Wave 1,Victim - React,0,as,,7,Yes,2023-04-10T23:55:12.132107-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Definitivamente não,,10,,SP,,,,,,,4,4,7,,,,20,Female,,Preto,Definitivamente,Provavelmente não,Definitivamente,Definitivamente não,2023-04-11T00:00:54.243023-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
